Order ID,Customer ID,Platform,Order Date & Time,Delivery Time (Minutes),Product Category,Order Value (INR),Customer Feedback,Service Rating,Delivery Delay,Refund Requested,Rating,Location,Customer Feedback Type,Price Range,Discount Applied,Product Availability,Order Accuracy
ORD000445,CUST6491,Swiggy Instamart,38:29.5,14,Fruits & Vegetables,385,Delivery person was rude.,2,No,Yes,3.2,Pune,Negative,Low,Yes,Out of Stock,Incorrect
ORD000446,CUST2530,Blinkit,22:29.5,19,Personal Care,323,Good quality products.,4,No,No,3.1,Jaipur,Negative,Low,Yes,Out of Stock,Correct
ORD000447,CUST4848,Swiggy Instamart,17:29.5,30,Grocery,241,Quick and reliable!,5,No,No,3.1,Lucknow,Negative,Low,No,In Stock,Incorrect
ORD000448,CUST6085,JioMart,54:29.5,23,Dairy,441,"Very late delivery, not happy.",2,No,Yes,2.8,Mumbai,Neutral,Low,Yes,In Stock,Correct
ORD000449,CUST4680,JioMart,59:29.5,39,Dairy,552,Quick and reliable!,5,No,No,1.6,Mumbai,Neutral,Medium,Yes,Out of Stock,Incorrect
ORD001693,CUST2988,Blinkit,41:29.5,30,Grocery,1371,"Easy to order, loved it!",5,No,No,2.5,Delhi,Positive,High,Yes,Out of Stock,Correct
ORD004955,CUST2153,Blinkit,07:29.5,9,Grocery,1361,Very satisfied with the service.,5,No,No,4.3,Kolkata,Positive,Medium,Yes,Out of Stock,Correct
ORD000452,CUST1400,Blinkit,17:29.5,30,Snacks,292,Excellent experience!,5,No,No,3.1,Mumbai,Positive,Low,Yes,Out of Stock,Incorrect
ORD000453,CUST1757,Swiggy Instamart,39:29.5,28,Beverages,483,Quick and reliable!,5,No,No,3.8,Hyderabad,Neutral,Low,Yes,Out of Stock,Correct
ORD000454,CUST5011,Swiggy Instamart,31:29.5,27,Snacks,120,Quick and reliable!,5,No,No,4.6,Hyderabad,Positive,Low,No,Out of Stock,Incorrect
ORD000428,CUST9977,Blinkit,03:29.5,34,Fruits & Vegetables,135,Items missing from order.,2,No,Yes,2.6,Bangalore,Positive,High,No,Out of Stock,Correct
ORD000456,CUST2193,JioMart,21:29.5,24,Snacks,292,Good quality products.,4,No,No,1.1,Bangalore,Negative,Low,Yes,In Stock,Correct
ORD000457,CUST8461,Swiggy Instamart,04:29.5,18,Dairy,251,"Fast delivery, great service!",5,No,No,3,Pune,Neutral,Low,No,Out of Stock,Correct
ORD000458,CUST7790,Swiggy Instamart,13:29.5,37,Beverages,922,Good quality products.,4,No,No,2.9,Mumbai,Negative,Medium,No,Out of Stock,Incorrect
ORD000459,CUST4185,Swiggy Instamart,30:29.5,22,Dairy,573,"Horrible experience, never ordering again.",1,No,Yes,2.1,Delhi,Neutral,Medium,No,Out of Stock,Correct
ORD000460,CUST7291,Blinkit,34:29.5,42,Personal Care,261,"Easy to order, loved it!",5,Yes,No,2.9,Ahmedabad,Neutral,Low,No,In Stock,Correct
ORD003935,CUST1927,Blinkit,14:29.5,22,Personal Care,1360,Very satisfied with the service.,5,No,No,2.4,Mumbai,Negative,Medium,Yes,Out of Stock,Incorrect
ORD002702,CUST4385,Blinkit,12:29.5,20,Personal Care,1358,"Not fresh, disappointed.",2,No,Yes,2.8,Kolkata,Neutral,Low,No,Out of Stock,Correct
ORD004996,CUST6898,Blinkit,51:29.5,19,Personal Care,1343,"Horrible experience, never ordering again.",1,No,Yes,2.4,Bangalore,Neutral,Low,No,In Stock,Correct
ORD000621,CUST5425,Blinkit,54:29.5,34,Fruits & Vegetables,136,"Very late delivery, not happy.",2,No,Yes,3.8,Delhi,Positive,Low,Yes,In Stock,Incorrect
ORD000465,CUST1090,JioMart,19:29.5,33,Personal Care,133,Packaging could be better.,3,No,No,3.3,Hyderabad,Neutral,Low,No,Out of Stock,Incorrect
ORD000466,CUST2746,JioMart,59:29.5,22,Beverages,921,Quick and reliable!,5,No,No,2.9,Delhi,Neutral,Medium,No,In Stock,Incorrect
ORD000467,CUST7965,Blinkit,58:29.5,37,Grocery,488,"Easy to order, loved it!",5,No,No,1.7,Kolkata,Neutral,Low,No,In Stock,Correct
ORD000468,CUST4585,Swiggy Instamart,21:29.5,18,Personal Care,922,"Horrible experience, never ordering again.",1,No,Yes,4.8,Ahmedabad,Positive,Medium,No,Out of Stock,Correct
ORD000469,CUST3881,Blinkit,51:29.5,39,Snacks,400,Excellent experience!,5,No,No,2.8,Bangalore,Positive,Low,Yes,Out of Stock,Correct
ORD000470,CUST9486,JioMart,25:29.5,31,Grocery,912,Quick and reliable!,5,No,No,4,Bangalore,Negative,Medium,Yes,In Stock,Correct
ORD000471,CUST8611,JioMart,43:29.5,25,Snacks,450,"Fast delivery, great service!",5,No,No,4,Ahmedabad,Positive,Low,No,Out of Stock,Correct
ORD000472,CUST1822,Swiggy Instamart,28:29.5,33,Personal Care,1870,"Fast delivery, great service!",5,No,No,4.2,Ahmedabad,Positive,High,No,Out of Stock,Incorrect
ORD000473,CUST5082,JioMart,01:29.5,46,Beverages,165,Items missing from order.,2,Yes,Yes,2.6,Lucknow,Positive,Low,Yes,In Stock,Incorrect
ORD002355,CUST9653,Blinkit,56:29.5,42,Personal Care,1320,"Easy to order, loved it!",5,Yes,No,3.4,Hyderabad,Positive,Medium,No,In Stock,Incorrect
ORD000475,CUST8478,Swiggy Instamart,13:29.5,33,Grocery,963,Wrong item delivered.,1,No,Yes,4.2,Chennai,Neutral,Medium,Yes,In Stock,Incorrect
ORD003439,CUST2462,Blinkit,52:29.5,53,Fruits & Vegetables,136,"Not fresh, disappointed.",2,Yes,Yes,4.8,Jaipur,Positive,Low,Yes,Out of Stock,Correct
ORD002216,CUST6411,Blinkit,40:29.5,19,Grocery,1315,Packaging could be better.,3,No,No,1.7,Jaipur,Positive,Low,Yes,In Stock,Correct
ORD000478,CUST9702,Swiggy Instamart,42:29.5,23,Grocery,1434,Very satisfied with the service.,5,No,No,4.5,Pune,Neutral,High,No,Out of Stock,Incorrect
ORD000479,CUST6198,Blinkit,43:29.5,37,Snacks,140,Packaging could be better.,3,No,No,1.9,Hyderabad,Positive,Low,No,In Stock,Incorrect
ORD000480,CUST8251,JioMart,16:29.5,32,Snacks,153,"Horrible experience, never ordering again.",1,No,Yes,2.9,Hyderabad,Negative,Low,Yes,In Stock,Correct
ORD003534,CUST9475,Blinkit,45:29.5,29,Grocery,1313,Delivery person was rude.,2,No,Yes,4.4,Lucknow,Positive,Low,Yes,In Stock,Correct
ORD000482,CUST7991,Swiggy Instamart,04:29.5,38,Snacks,245,Good quality products.,4,No,No,4,Kolkata,Negative,Low,Yes,Out of Stock,Incorrect
ORD000483,CUST9976,Swiggy Instamart,56:29.5,30,Grocery,1388,Excellent experience!,5,No,No,3.7,Delhi,Neutral,High,Yes,In Stock,Correct
ORD000484,CUST8305,Swiggy Instamart,23:29.5,42,Grocery,1279,Packaging could be better.,3,Yes,No,1,Kolkata,Negative,High,No,Out of Stock,Correct
ORD000485,CUST3607,Blinkit,43:29.5,8,Snacks,416,"Horrible experience, never ordering again.",1,No,Yes,2.5,Ahmedabad,Neutral,Low,No,Out of Stock,Incorrect
ORD000486,CUST8777,Swiggy Instamart,44:29.5,24,Fruits & Vegetables,688,Excellent experience!,5,No,No,2.6,Jaipur,Neutral,Medium,Yes,In Stock,Incorrect
ORD000487,CUST8373,Swiggy Instamart,32:29.5,39,Beverages,619,Wrong item delivered.,1,No,Yes,2.7,Delhi,Positive,Medium,No,In Stock,Correct
ORD001867,CUST6218,Blinkit,58:29.5,26,Grocery,1307,Packaging could be better.,3,No,No,4.4,Hyderabad,Neutral,Medium,Yes,In Stock,Incorrect
ORD000489,CUST5050,JioMart,10:29.5,43,Grocery,524,Good quality products.,4,Yes,No,4.7,Chennai,Neutral,Medium,Yes,Out of Stock,Incorrect
ORD000490,CUST5543,Blinkit,38:29.5,23,Personal Care,271,Packaging could be better.,3,No,No,1.9,Mumbai,Positive,Low,Yes,Out of Stock,Correct
ORD000491,CUST9540,Swiggy Instamart,37:29.5,42,Grocery,1252,Good quality products.,4,Yes,No,3.5,Chennai,Positive,High,Yes,In Stock,Correct
ORD000492,CUST8939,Swiggy Instamart,11:29.5,11,Personal Care,410,"Very late delivery, not happy.",2,No,Yes,2.3,Pune,Negative,Low,No,In Stock,Correct
ORD002134,CUST9664,Blinkit,26:29.5,31,Personal Care,1307,Good quality products.,4,No,No,4.8,Lucknow,Neutral,Low,No,In Stock,Incorrect
ORD000494,CUST5499,JioMart,57:29.5,27,Dairy,396,Very satisfied with the service.,5,No,No,4.7,Chennai,Negative,Low,Yes,In Stock,Correct
ORD000495,CUST8206,Swiggy Instamart,59:29.5,34,Snacks,317,Excellent experience!,5,No,No,2.8,Mumbai,Positive,Low,Yes,In Stock,Incorrect
ORD000496,CUST2269,Swiggy Instamart,53:29.5,20,Grocery,534,Excellent experience!,5,No,No,2.9,Kolkata,Positive,Medium,No,In Stock,Correct
ORD000497,CUST5681,Swiggy Instamart,39:29.5,28,Beverages,781,Very satisfied with the service.,5,No,No,2.1,Pune,Positive,Medium,No,In Stock,Incorrect
ORD002176,CUST6253,Blinkit,31:29.5,27,Grocery,1304,Quick and reliable!,5,No,No,4.9,Delhi,Neutral,Medium,Yes,In Stock,Correct
ORD000499,CUST5451,Swiggy Instamart,52:29.5,18,Beverages,502,Good quality products.,4,No,No,4.6,Pune,Positive,Medium,No,In Stock,Incorrect
ORD000500,CUST6502,JioMart,35:29.5,17,Snacks,349,"Horrible experience, never ordering again.",1,No,Yes,2.5,Ahmedabad,Positive,Low,No,In Stock,Correct
ORD000501,CUST6238,Swiggy Instamart,27:29.5,22,Personal Care,824,Quick and reliable!,5,No,No,3,Delhi,Neutral,Medium,No,Out of Stock,Incorrect
ORD000502,CUST9849,Swiggy Instamart,30:29.5,53,Beverages,653,"Easy to order, loved it!",5,Yes,No,1.7,Lucknow,Positive,Medium,No,Out of Stock,Incorrect
ORD000503,CUST2320,JioMart,39:29.5,34,Dairy,781,Quick and reliable!,5,No,No,3.3,Mumbai,Neutral,Medium,No,Out of Stock,Correct
ORD000504,CUST3267,Swiggy Instamart,51:29.5,21,Beverages,923,Excellent experience!,5,No,No,1.9,Bangalore,Neutral,Medium,No,Out of Stock,Correct
ORD000505,CUST3471,Blinkit,26:29.5,39,Fruits & Vegetables,143,"Not fresh, disappointed.",2,No,Yes,2.1,Delhi,Neutral,Low,Yes,Out of Stock,Incorrect
ORD000613,CUST2729,Blinkit,10:29.5,37,Beverages,140,Excellent experience!,5,No,No,1.8,Hyderabad,Positive,Low,No,Out of Stock,Correct
ORD000507,CUST7275,Blinkit,57:29.5,28,Snacks,149,"Not fresh, disappointed.",2,No,Yes,1.4,Chennai,Positive,Low,No,Out of Stock,Incorrect
ORD000508,CUST3503,JioMart,18:29.5,31,Fruits & Vegetables,294,"Very late delivery, not happy.",2,No,Yes,4.5,Ahmedabad,Negative,Low,Yes,Out of Stock,Correct
ORD000509,CUST4505,Swiggy Instamart,03:29.5,41,Snacks,230,"Very late delivery, not happy.",2,Yes,Yes,2.5,Lucknow,Negative,Low,No,In Stock,Correct
ORD000510,CUST2052,Blinkit,04:29.5,15,Snacks,281,"Horrible experience, never ordering again.",1,No,Yes,2.9,Chennai,Negative,Low,No,In Stock,Correct
ORD000511,CUST7797,JioMart,13:29.5,42,Beverages,198,Excellent experience!,5,Yes,No,4.8,Pune,Neutral,Low,No,In Stock,Incorrect
ORD000512,CUST7678,Swiggy Instamart,45:29.5,40,Snacks,428,Items missing from order.,2,No,Yes,1.1,Pune,Negative,Low,Yes,Out of Stock,Correct
ORD000513,CUST6421,JioMart,28:29.5,43,Snacks,263,"Very late delivery, not happy.",2,Yes,Yes,2.1,Delhi,Negative,Low,No,Out of Stock,Incorrect
ORD000379,CUST2137,Blinkit,25:29.5,5,Grocery,1296,Packaging could be better.,3,No,No,1.5,Mumbai,Neutral,Low,No,In Stock,Correct
ORD000515,CUST8633,Blinkit,42:29.5,47,Dairy,148,Excellent experience!,5,Yes,No,1,Hyderabad,Neutral,Low,No,Out of Stock,Incorrect
ORD000516,CUST7812,Blinkit,01:29.5,11,Snacks,251,Quick and reliable!,5,No,No,1,Delhi,Positive,Low,Yes,Out of Stock,Correct
ORD000517,CUST2020,JioMart,57:29.5,17,Beverages,426,Very satisfied with the service.,5,No,No,2.8,Hyderabad,Neutral,Low,No,In Stock,Correct
ORD000518,CUST4388,JioMart,13:29.5,31,Personal Care,1241,"Easy to order, loved it!",5,No,No,3.7,Chennai,Negative,High,Yes,Out of Stock,Incorrect
ORD001401,CUST3317,Blinkit,26:29.5,40,Grocery,1296,"Horrible experience, never ordering again.",1,No,Yes,3.3,Hyderabad,Positive,Low,Yes,Out of Stock,Incorrect
ORD000520,CUST7381,JioMart,17:29.5,16,Beverages,623,"Horrible experience, never ordering again.",1,No,Yes,1.9,Bangalore,Negative,Medium,No,Out of Stock,Incorrect
ORD000521,CUST1320,Blinkit,43:29.5,53,Personal Care,1637,"Very late delivery, not happy.",2,Yes,Yes,1.3,Mumbai,Neutral,High,Yes,In Stock,Correct
ORD003177,CUST1462,Blinkit,14:29.5,24,Grocery,1293,"Horrible experience, never ordering again.",1,No,Yes,4.8,Jaipur,Positive,Medium,No,Out of Stock,Correct
ORD000523,CUST8814,Swiggy Instamart,50:29.5,12,Beverages,524,"Fast delivery, great service!",5,No,No,1.3,Bangalore,Negative,Medium,Yes,In Stock,Correct
ORD000524,CUST1096,JioMart,11:29.5,33,Dairy,271,Good quality products.,4,No,No,3.8,Chennai,Negative,Low,No,In Stock,Incorrect
ORD000169,CUST4681,Blinkit,07:29.5,42,Personal Care,1291,"Horrible experience, never ordering again.",1,Yes,Yes,4.8,Bangalore,Positive,Medium,Yes,In Stock,Incorrect
ORD000526,CUST5892,Blinkit,20:29.5,15,Dairy,542,Quick and reliable!,5,No,No,3.7,Chennai,Negative,Medium,No,In Stock,Incorrect
ORD000527,CUST7389,JioMart,33:29.5,51,Personal Care,1231,Packaging could be better.,3,Yes,No,2.9,Mumbai,Neutral,High,No,Out of Stock,Incorrect
ORD000528,CUST7865,Swiggy Instamart,03:29.5,31,Snacks,335,Good quality products.,4,No,No,4.8,Pune,Neutral,Low,Yes,In Stock,Correct
ORD000529,CUST9818,Swiggy Instamart,17:29.5,24,Grocery,810,"Very late delivery, not happy.",2,No,Yes,2.2,Pune,Neutral,Medium,No,In Stock,Correct
ORD000530,CUST9947,Blinkit,31:29.5,29,Snacks,296,"Very late delivery, not happy.",2,No,Yes,1.8,Ahmedabad,Neutral,Low,No,In Stock,Incorrect
ORD000531,CUST4613,JioMart,37:29.5,14,Fruits & Vegetables,277,"Horrible experience, never ordering again.",1,No,Yes,2.9,Bangalore,Negative,Low,Yes,Out of Stock,Correct
ORD000532,CUST8999,Swiggy Instamart,44:29.5,40,Personal Care,1381,Items missing from order.,2,No,Yes,3.7,Chennai,Neutral,High,Yes,In Stock,Correct
ORD000533,CUST4595,JioMart,47:29.5,32,Personal Care,1233,"Very late delivery, not happy.",2,No,Yes,3.3,Hyderabad,Negative,High,No,Out of Stock,Correct
ORD000534,CUST5471,JioMart,07:29.5,27,Fruits & Vegetables,386,Items missing from order.,2,No,Yes,3.7,Hyderabad,Neutral,Low,No,In Stock,Incorrect
ORD001745,CUST3762,Blinkit,32:29.5,25,Fruits & Vegetables,141,Delivery person was rude.,2,No,Yes,2.2,Kolkata,Negative,Medium,No,In Stock,Incorrect
ORD000536,CUST8956,Swiggy Instamart,57:29.5,21,Grocery,1266,Good quality products.,4,No,No,3.2,Lucknow,Negative,High,Yes,Out of Stock,Incorrect
ORD001630,CUST5498,Blinkit,50:29.5,35,Personal Care,1289,Items missing from order.,2,No,Yes,1.2,Bangalore,Neutral,Medium,No,In Stock,Correct
ORD000538,CUST7371,Swiggy Instamart,47:29.5,23,Dairy,288,"Fast delivery, great service!",5,No,No,1.7,Hyderabad,Neutral,Low,Yes,Out of Stock,Correct
ORD000539,CUST6507,Swiggy Instamart,35:29.5,24,Dairy,152,"Fast delivery, great service!",5,No,No,3.4,Bangalore,Neutral,Low,Yes,Out of Stock,Incorrect
ORD000540,CUST7624,Swiggy Instamart,35:29.5,31,Personal Care,1209,Packaging could be better.,3,No,No,4.8,Bangalore,Negative,High,No,Out of Stock,Correct
ORD000541,CUST3704,Swiggy Instamart,13:29.5,9,Fruits & Vegetables,186,Packaging could be better.,3,No,No,2.8,Chennai,Neutral,Low,No,Out of Stock,Incorrect
ORD000542,CUST8657,Swiggy Instamart,04:29.5,35,Fruits & Vegetables,636,Very satisfied with the service.,5,No,No,3.9,Delhi,Neutral,Medium,Yes,Out of Stock,Incorrect
ORD000543,CUST3091,JioMart,27:29.5,29,Fruits & Vegetables,578,"Fast delivery, great service!",5,No,No,2,Jaipur,Neutral,Medium,Yes,Out of Stock,Correct
ORD000544,CUST9751,Blinkit,07:29.5,35,Personal Care,1575,Items missing from order.,2,No,Yes,2.4,Delhi,Negative,High,No,Out of Stock,Incorrect
ORD000545,CUST1441,JioMart,02:29.5,27,Snacks,93,Packaging could be better.,3,No,No,4.5,Hyderabad,Negative,Low,Yes,In Stock,Incorrect
ORD000546,CUST7455,Swiggy Instamart,44:29.5,21,Beverages,220,Very satisfied with the service.,5,No,No,3.1,Jaipur,Positive,Low,No,In Stock,Correct
ORD003341,CUST5313,Blinkit,26:29.5,35,Personal Care,141,"Very late delivery, not happy.",2,No,Yes,3.1,Mumbai,Neutral,Medium,Yes,Out of Stock,Correct
ORD000548,CUST2375,Swiggy Instamart,17:29.5,39,Snacks,129,Very satisfied with the service.,5,No,No,4.3,Ahmedabad,Neutral,Low,Yes,Out of Stock,Incorrect
ORD004777,CUST9764,Blinkit,32:29.5,41,Grocery,1280,"Fast delivery, great service!",5,Yes,No,1.4,Chennai,Neutral,Low,Yes,In Stock,Incorrect
ORD000550,CUST3223,JioMart,41:29.5,38,Dairy,429,"Horrible experience, never ordering again.",1,No,Yes,1.2,Lucknow,Neutral,Low,Yes,In Stock,Correct
ORD001341,CUST8205,Blinkit,50:29.5,29,Grocery,1266,"Fast delivery, great service!",5,No,No,3.4,Chennai,Negative,Low,Yes,Out of Stock,Incorrect
ORD000552,CUST3977,Blinkit,40:29.5,25,Snacks,218,Wrong item delivered.,1,No,Yes,4.9,Hyderabad,Negative,Low,No,Out of Stock,Incorrect
ORD000553,CUST1823,Blinkit,55:29.5,38,Dairy,270,Very satisfied with the service.,5,No,No,2.4,Chennai,Negative,Low,No,Out of Stock,Correct
ORD000554,CUST5262,Blinkit,29:29.5,33,Fruits & Vegetables,292,Items missing from order.,2,No,Yes,1.4,Delhi,Neutral,Low,No,In Stock,Incorrect
ORD000555,CUST7211,Blinkit,06:29.5,16,Snacks,101,"Fast delivery, great service!",5,No,No,4.2,Bangalore,Negative,Low,Yes,In Stock,Correct
ORD000556,CUST6363,Swiggy Instamart,19:29.5,27,Personal Care,504,Items missing from order.,2,No,Yes,4,Jaipur,Positive,Medium,Yes,In Stock,Incorrect
ORD002391,CUST6347,Blinkit,33:29.5,31,Grocery,1253,"Fast delivery, great service!",5,No,No,5,Bangalore,Positive,Low,No,Out of Stock,Incorrect
ORD001623,CUST3730,Blinkit,48:29.5,26,Grocery,1252,"Fast delivery, great service!",5,No,No,4,Chennai,Neutral,High,No,In Stock,Incorrect
ORD000559,CUST6355,JioMart,29:29.5,20,Fruits & Vegetables,662,Packaging could be better.,3,No,No,3.1,Jaipur,Positive,Medium,No,Out of Stock,Incorrect
ORD000016,CUST9279,Blinkit,07:29.5,35,Beverages,143,Good quality products.,4,No,No,1.8,Delhi,Negative,Low,No,In Stock,Incorrect
ORD000561,CUST7211,JioMart,19:29.5,35,Personal Care,1192,Excellent experience!,5,No,No,3.2,Jaipur,Neutral,High,Yes,In Stock,Incorrect
ORD000562,CUST5558,Swiggy Instamart,44:29.5,35,Fruits & Vegetables,654,Excellent experience!,5,No,No,2.1,Kolkata,Negative,Medium,No,Out of Stock,Correct
ORD000563,CUST7906,Blinkit,46:29.5,24,Grocery,575,Packaging could be better.,3,No,No,1.6,Jaipur,Negative,Medium,No,Out of Stock,Incorrect
ORD000564,CUST5133,JioMart,52:29.5,30,Snacks,468,Wrong item delivered.,1,No,Yes,4.4,Hyderabad,Negative,Low,Yes,In Stock,Incorrect
ORD000565,CUST2341,JioMart,46:29.5,23,Dairy,275,Good quality products.,4,No,No,4.3,Kolkata,Negative,Low,No,In Stock,Incorrect
ORD000566,CUST8705,Swiggy Instamart,01:29.5,25,Snacks,267,Quick and reliable!,5,No,No,2.3,Delhi,Neutral,Low,Yes,Out of Stock,Correct
ORD000567,CUST1317,Blinkit,32:29.5,20,Beverages,896,"Horrible experience, never ordering again.",1,No,Yes,4.7,Kolkata,Positive,Medium,Yes,Out of Stock,Incorrect
ORD000568,CUST9837,Blinkit,51:29.5,30,Beverages,462,"Very late delivery, not happy.",2,No,Yes,4.5,Jaipur,Negative,Low,No,In Stock,Correct
ORD000569,CUST1853,JioMart,30:29.5,34,Grocery,1380,Packaging could be better.,3,No,No,2.2,Jaipur,Negative,High,Yes,Out of Stock,Incorrect
ORD002837,CUST3290,Blinkit,44:29.5,28,Snacks,143,Items missing from order.,2,No,Yes,4.1,Jaipur,Neutral,Medium,Yes,In Stock,Incorrect
ORD000571,CUST4673,JioMart,17:29.5,21,Dairy,703,"Fast delivery, great service!",5,No,No,1.5,Mumbai,Positive,Medium,Yes,In Stock,Correct
ORD000572,CUST2124,Blinkit,56:29.5,45,Snacks,190,Items missing from order.,2,Yes,Yes,5,Mumbai,Negative,Low,Yes,Out of Stock,Incorrect
ORD000573,CUST1659,JioMart,22:29.5,21,Grocery,1428,Wrong item delivered.,1,No,Yes,4.4,Jaipur,Negative,High,Yes,Out of Stock,Incorrect
ORD002113,CUST2130,Blinkit,15:29.5,20,Snacks,146,Good quality products.,4,No,No,3.3,Bangalore,Positive,High,Yes,In Stock,Correct
ORD000575,CUST5051,Swiggy Instamart,16:29.5,40,Dairy,543,Wrong item delivered.,1,No,Yes,3.6,Bangalore,Negative,Medium,No,Out of Stock,Incorrect
ORD000576,CUST4266,Blinkit,53:29.5,32,Snacks,284,Items missing from order.,2,No,Yes,3.9,Bangalore,Negative,Low,No,Out of Stock,Incorrect
ORD000577,CUST1333,Blinkit,29:29.5,33,Fruits & Vegetables,286,"Fast delivery, great service!",5,No,No,4.3,Hyderabad,Neutral,Low,Yes,In Stock,Incorrect
ORD000578,CUST3496,Swiggy Instamart,32:29.5,30,Personal Care,1468,Wrong item delivered.,1,No,Yes,4.1,Hyderabad,Neutral,High,Yes,Out of Stock,Incorrect
ORD004082,CUST7381,Blinkit,57:29.5,35,Grocery,1252,"Horrible experience, never ordering again.",1,No,Yes,2,Kolkata,Positive,Low,Yes,In Stock,Incorrect
ORD000580,CUST3068,Swiggy Instamart,39:29.5,40,Personal Care,667,Delivery person was rude.,2,No,Yes,4.7,Delhi,Negative,Medium,Yes,In Stock,Correct
ORD003051,CUST8635,Blinkit,37:29.5,27,Grocery,1242,Items missing from order.,2,No,Yes,3.2,Lucknow,Positive,Low,Yes,In Stock,Incorrect
ORD000582,CUST2874,JioMart,54:29.5,38,Snacks,495,"Very late delivery, not happy.",2,No,Yes,2.6,Lucknow,Negative,Low,No,In Stock,Correct
ORD000583,CUST4571,JioMart,04:29.5,29,Beverages,823,Good quality products.,4,No,No,2.1,Kolkata,Negative,Medium,Yes,In Stock,Correct
ORD002757,CUST9967,Blinkit,45:29.5,8,Dairy,146,Packaging could be better.,3,No,No,4.1,Kolkata,Neutral,Low,Yes,In Stock,Incorrect
ORD000585,CUST5198,Blinkit,43:29.5,32,Grocery,281,Delivery person was rude.,2,No,Yes,2.8,Jaipur,Negative,Low,Yes,In Stock,Correct
ORD000586,CUST7043,Blinkit,41:29.5,25,Snacks,325,"Horrible experience, never ordering again.",1,No,Yes,3.4,Lucknow,Negative,Low,Yes,In Stock,Correct
ORD000587,CUST3749,JioMart,27:29.5,37,Beverages,446,Delivery person was rude.,2,No,Yes,4.7,Hyderabad,Neutral,Low,No,Out of Stock,Correct
ORD000644,CUST6576,Blinkit,38:29.5,11,Grocery,1220,Good quality products.,4,No,No,3.7,Kolkata,Neutral,Medium,Yes,Out of Stock,Incorrect
ORD000589,CUST3683,JioMart,50:29.5,42,Beverages,235,Packaging could be better.,3,Yes,No,3.2,Bangalore,Neutral,Low,Yes,In Stock,Correct
ORD000590,CUST6096,Swiggy Instamart,16:29.5,41,Grocery,916,Packaging could be better.,3,Yes,No,4.5,Delhi,Neutral,Medium,Yes,In Stock,Incorrect
ORD000591,CUST2771,JioMart,46:29.5,27,Fruits & Vegetables,437,Excellent experience!,5,No,No,2.1,Mumbai,Positive,Low,No,In Stock,Correct
ORD000592,CUST1420,JioMart,23:29.5,32,Fruits & Vegetables,633,"Not fresh, disappointed.",2,No,Yes,2.9,Ahmedabad,Positive,Medium,No,Out of Stock,Incorrect
ORD000593,CUST6111,Swiggy Instamart,40:29.5,27,Dairy,756,"Easy to order, loved it!",5,No,No,4,Delhi,Negative,Medium,Yes,Out of Stock,Incorrect
ORD000594,CUST7149,JioMart,27:29.5,21,Grocery,559,Items missing from order.,2,No,Yes,3.3,Delhi,Neutral,Medium,Yes,Out of Stock,Incorrect
ORD000675,CUST5118,Blinkit,48:29.5,39,Personal Care,1220,Packaging could be better.,3,No,No,3.8,Lucknow,Negative,Medium,Yes,Out of Stock,Correct
ORD000596,CUST4249,Blinkit,35:29.5,32,Personal Care,1376,"Not fresh, disappointed.",2,No,Yes,1.8,Pune,Negative,High,Yes,In Stock,Correct
ORD000597,CUST2245,JioMart,36:29.5,43,Personal Care,1760,Excellent experience!,5,Yes,No,3,Hyderabad,Positive,High,No,In Stock,Correct
ORD000598,CUST4978,Blinkit,52:29.5,28,Snacks,167,Excellent experience!,5,No,No,3.3,Bangalore,Negative,Low,No,In Stock,Correct
ORD000599,CUST2669,JioMart,42:29.5,30,Snacks,314,Delivery person was rude.,2,No,Yes,2,Ahmedabad,Negative,Low,No,Out of Stock,Incorrect
ORD002995,CUST5016,Blinkit,48:29.5,33,Dairy,151,Wrong item delivered.,1,No,Yes,1.9,Ahmedabad,Negative,Low,No,In Stock,Incorrect
ORD003584,CUST7253,Blinkit,50:29.5,20,Grocery,1210,"Very late delivery, not happy.",2,No,Yes,3,Kolkata,Negative,Medium,Yes,In Stock,Correct
ORD000602,CUST1672,JioMart,24:29.5,16,Fruits & Vegetables,52,Excellent experience!,5,No,No,3.4,Kolkata,Neutral,Low,No,In Stock,Incorrect
ORD001927,CUST5571,Blinkit,16:29.5,31,Grocery,1183,Good quality products.,4,No,No,1.1,Ahmedabad,Negative,Medium,No,Out of Stock,Correct
ORD000604,CUST9728,JioMart,03:29.5,38,Fruits & Vegetables,292,Items missing from order.,2,No,Yes,4.2,Mumbai,Neutral,Low,Yes,Out of Stock,Incorrect
ORD003808,CUST4946,Blinkit,00:29.5,34,Fruits & Vegetables,151,Wrong item delivered.,1,No,Yes,1.4,Mumbai,Negative,High,No,Out of Stock,Incorrect
ORD000606,CUST7071,Blinkit,16:29.5,31,Beverages,165,"Not fresh, disappointed.",2,No,Yes,3.9,Kolkata,Neutral,Low,No,In Stock,Incorrect
ORD000607,CUST2129,Swiggy Instamart,43:29.5,9,Beverages,980,Good quality products.,4,No,No,3.4,Chennai,Negative,Medium,No,Out of Stock,Correct
ORD000608,CUST9289,Swiggy Instamart,51:29.5,11,Personal Care,1887,"Very late delivery, not happy.",2,No,Yes,3.1,Hyderabad,Neutral,High,No,Out of Stock,Correct
ORD000609,CUST6590,JioMart,16:29.5,23,Dairy,486,"Fast delivery, great service!",5,No,No,3.8,Bangalore,Negative,Low,Yes,In Stock,Incorrect
